subscriber_id,start_month,channel,promo_code,monthly_price_usd,last_paid_month
LX02727,2026-04,Organic,,12.99,2026-05
LX02728,2026-04,Organic,,12.99,2026-04
LX02729,2026-04,Paid social,SPRING40,9.99,2026-04
LX02730,2026-04,Organic,,12.99,2026-04
LX02731,2026-04,Organic,SPRING40,9.99,2026-08
LX02732,2026-04,Referral,SPRING40,9.99,2026-04
LX02733,2026-04,Paid social,SPRING40,9.99,2026-04
LX02734,2026-04,Paid social,,12.99,2026-09
LX02735,2026-04,Organic,,12.99,2026-09
LX02736,2026-04,Paid social,SPRING40,9.99,2026-06
LX02737,2026-04,Paid social,,12.99,2026-05
LX02738,2026-04,Referral,SPRING40,9.99,2026-09
LX02739,2026-04,Organic,SPRING40,9.99,2026-04
LX02740,2026-04,Referral,SPRING40,9.99,2026-04
LX02741,2026-04,Paid social,,12.99,2026-05
LX02742,2026-04,Organic,SPRING40,9.99,2026-09
LX02743,2026-04,Organic,,12.99,2026-06
LX02744,2026-04,Referral,SPRING40,9.99,2026-07
LX02745,2026-04,Referral,SPRING40,9.99,2026-09
LX02746,2026-04,Organic,SPRING40,9.99,2026-08
LX02747,2026-04,Paid social,SPRING40,9.99,2026-08
LX02748,2026-04,Organic,SPRING40,9.99,2026-07
LX02749,2026-04,Organic,,12.99,2026-09
LX02750,2026-04,Organic,SPRING40,9.99,2026-04
LX02751,2026-04,Referral,SPRING40,9.99,2026-04
LX02752,2026-04,Organic,SPRING40,9.99,2026-09
LX02753,2026-04,Referral,SPRING40,9.99,2026-08
LX02754,2026-04,Organic,SPRING40,9.99,2026-04
LX02755,2026-04,Paid social,,12.99,2026-09
LX02756,2026-04,Organic,SPRING40,9.99,2026-04
LX02757,2026-04,Paid social,SPRING40,9.99,2026-08
LX02758,2026-04,Paid social,,12.99,2026-09
LX02759,2026-04,Paid social,SPRING40,9.99,2026-09
LX02760,2026-04,Referral,SPRING40,9.99,2026-07
LX02761,2026-04,Paid social,SPRING40,9.99,2026-07
LX02762,2026-04,Organic,,12.99,2026-09
LX02763,2026-04,Organic,SPRING40,9.99,2026-07
LX02764,2026-04,Organic,SPRING40,9.99,2026-09
LX02765,2026-04,Referral,SPRING40,9.99,2026-04
LX02766,2026-04,Organic,,12.99,2026-06
LX02767,2026-04,Organic,SPRING40,9.99,2026-06
LX02768,2026-04,Referral,,12.99,2026-09
LX02769,2026-04,Organic,,12.99,2026-09
LX02770,2026-04,Referral,,12.99,2026-04
LX02771,2026-04,Organic,SPRING40,9.99,2026-07
LX02772,2026-04,Paid social,SPRING40,9.99,2026-06
LX02773,2026-04,Organic,SPRING40,9.99,2026-04
LX02774,2026-04,Paid social,SPRING40,9.99,2026-04
LX02775,2026-04,Organic,SPRING40,9.99,2026-04
LX02776,2026-04,Organic,SPRING40,9.99,2026-07
LX02777,2026-04,Organic,,12.99,2026-05
LX02778,2026-04,Paid social,,12.99,2026-04
LX02779,2026-04,Referral,SPRING40,9.99,2026-09
LX02780,2026-04,Organic,SPRING40,9.99,2026-04
LX02781,2026-04,Paid social,,12.99,2026-04
LX02782,2026-04,Referral,SPRING40,9.99,2026-09
LX02783,2026-04,Referral,SPRING40,9.99,2026-04
LX02784,2026-04,Organic,SPRING40,9.99,2026-05
LX02785,2026-04,Organic,SPRING40,9.99,2026-09
LX02786,2026-04,Organic,SPRING40,9.99,2026-07
LX02787,2026-04,Organic,,12.99,2026-07
LX02788,2026-04,Paid social,SPRING40,9.99,2026-09
LX02789,2026-04,Paid social,,12.99,2026-04
LX02790,2026-04,Paid social,SPRING40,9.99,2026-04
LX02791,2026-04,Paid social,SPRING40,9.99,2026-09
LX02792,2026-04,Referral,,12.99,2026-08
LX02793,2026-04,Organic,SPRING40,9.99,2026-07
LX02794,2026-04,Paid social,SPRING40,9.99,2026-04
LX02795,2026-04,Paid social,,12.99,2026-09
LX02796,2026-04,Organic,SPRING40,9.99,2026-07
LX02797,2026-04,Referral,SPRING40,9.99,2026-09
LX02798,2026-04,Referral,SPRING40,9.99,2026-06
LX02799,2026-04,Referral,,12.99,2026-04
LX02800,2026-04,Organic,SPRING40,9.99,2026-06
LX02801,2026-04,Paid social,,12.99,2026-05
LX02802,2026-04,Organic,SPRING40,9.99,2026-08
LX02803,2026-04,Paid social,SPRING40,9.99,2026-06
LX02804,2026-04,Paid social,SPRING40,9.99,2026-09
LX02805,2026-04,Paid social,,12.99,2026-06
LX02806,2026-04,Referral,SPRING40,9.99,2026-07
LX02807,2026-04,Organic,SPRING40,9.99,2026-05
LX02808,2026-04,Paid social,,12.99,2026-07
LX02809,2026-04,Referral,SPRING40,9.99,2026-04
LX02810,2026-04,Organic,SPRING40,9.99,2026-09
LX02811,2026-04,Organic,,12.99,2026-08
LX02812,2026-04,Paid social,SPRING40,9.99,2026-04
LX02813,2026-04,Organic,,12.99,2026-09
LX02814,2026-04,Organic,SPRING40,9.99,2026-04
LX02815,2026-04,Paid social,SPRING40,9.99,2026-04
LX02816,2026-04,Organic,SPRING40,9.99,2026-09
LX02817,2026-04,Paid social,,12.99,2026-06
LX02818,2026-04,Referral,SPRING40,9.99,2026-05
LX02819,2026-04,Paid social,,12.99,2026-04
LX02820,2026-04,Organic,,12.99,2026-08
LX02821,2026-04,Organic,,12.99,2026-09
LX02822,2026-04,Organic,SPRING40,9.99,2026-09
LX02823,2026-04,Referral,,12.99,2026-09
LX02824,2026-04,Organic,,12.99,2026-09
LX02825,2026-04,Referral,,12.99,2026-04
LX02826,2026-04,Organic,SPRING40,9.99,2026-05
LX02827,2026-04,Organic,SPRING40,9.99,2026-04
LX02828,2026-04,Organic,SPRING40,9.99,2026-09
LX02829,2026-04,Paid social,SPRING40,9.99,2026-04
LX02830,2026-04,Referral,SPRING40,9.99,2026-04
LX02831,2026-04,Paid social,SPRING40,9.99,2026-04
LX02832,2026-04,Referral,SPRING40,9.99,2026-04
LX02833,2026-04,Organic,SPRING40,9.99,2026-09
LX02834,2026-04,Organic,SPRING40,9.99,2026-04
LX02835,2026-04,Organic,,12.99,2026-04
LX02836,2026-04,Referral,,12.99,2026-05
LX02837,2026-04,Paid social,SPRING40,9.99,2026-06
LX02838,2026-04,Paid social,SPRING40,9.99,2026-07
LX02839,2026-04,Organic,,12.99,2026-04
LX02840,2026-04,Organic,,12.99,2026-09
LX02841,2026-04,Paid social,,12.99,2026-04
LX02842,2026-04,Paid social,,12.99,2026-09
LX02843,2026-04,Organic,,12.99,2026-04
LX02844,2026-04,Paid social,,12.99,2026-09
LX02845,2026-04,Organic,,12.99,2026-04
LX02846,2026-04,Organic,SPRING40,9.99,2026-07
LX02847,2026-04,Organic,SPRING40,9.99,2026-06
LX02848,2026-04,Organic,,12.99,2026-04
LX02849,2026-04,Organic,,12.99,2026-04
LX02850,2026-04,Organic,,12.99,2026-09
LX02851,2026-04,Organic,,12.99,2026-09
LX02852,2026-04,Paid social,SPRING40,9.99,2026-05
LX02853,2026-04,Referral,SPRING40,9.99,2026-04
LX02854,2026-04,Organic,,12.99,2026-04
LX02855,2026-04,Organic,,12.99,2026-09
LX02856,2026-04,Paid social,,12.99,2026-06
LX02857,2026-04,Paid social,,12.99,2026-06
LX02858,2026-04,Organic,SPRING40,9.99,2026-06
LX02859,2026-04,Paid social,,12.99,2026-04
LX02860,2026-04,Referral,,12.99,2026-09
LX02861,2026-04,Paid social,SPRING40,9.99,2026-09
LX02862,2026-04,Organic,,12.99,2026-09
LX02863,2026-04,Organic,SPRING40,9.99,2026-05
LX02864,2026-04,Referral,SPRING40,9.99,2026-09
LX02865,2026-04,Organic,,12.99,2026-07
LX02866,2026-04,Referral,SPRING40,9.99,2026-07
LX02867,2026-04,Organic,,12.99,2026-05
LX02868,2026-04,Organic,SPRING40,9.99,2026-05
LX02869,2026-04,Organic,,12.99,2026-05
LX02870,2026-04,Organic,SPRING40,9.99,2026-09
LX02871,2026-04,Paid social,,12.99,2026-08
LX02872,2026-04,Paid social,SPRING40,9.99,2026-06
LX02873,2026-04,Organic,,12.99,2026-04
LX02874,2026-04,Organic,SPRING40,9.99,2026-06
LX02875,2026-04,Organic,,12.99,2026-09
LX02876,2026-04,Paid social,,12.99,2026-09
LX02877,2026-04,Referral,SPRING40,9.99,2026-05
LX02878,2026-04,Organic,SPRING40,9.99,2026-09
LX02879,2026-04,Paid social,,12.99,2026-09
LX02880,2026-04,Referral,,12.99,2026-09
LX02881,2026-04,Paid social,,12.99,2026-05
LX02882,2026-04,Organic,,12.99,2026-08
LX02883,2026-04,Organic,,12.99,2026-09
LX02884,2026-04,Paid social,,12.99,2026-09
LX02885,2026-04,Paid social,SPRING40,9.99,2026-05
LX02886,2026-04,Paid social,,12.99,2026-09
LX02887,2026-04,Paid social,,12.99,2026-09
LX02888,2026-04,Organic,,12.99,2026-08
LX02889,2026-04,Referral,SPRING40,9.99,2026-04
LX02890,2026-04,Organic,,12.99,2026-06
LX02891,2026-04,Paid social,SPRING40,9.99,2026-05
LX02892,2026-04,Organic,SPRING40,9.99,2026-09
LX02893,2026-04,Organic,,12.99,2026-09
LX02894,2026-04,Referral,SPRING40,9.99,2026-04
LX02895,2026-04,Referral,,12.99,2026-09
LX02896,2026-04,Organic,SPRING40,9.99,2026-05
LX02897,2026-04,Referral,,12.99,2026-09
LX02898,2026-04,Paid social,SPRING40,9.99,2026-08
LX02899,2026-04,Organic,,12.99,2026-09
LX02900,2026-04,Paid social,,12.99,2026-06
LX02901,2026-04,Organic,SPRING40,9.99,2026-09
LX02902,2026-04,Paid social,SPRING40,9.99,2026-06
LX02903,2026-04,Referral,SPRING40,9.99,2026-08
LX02904,2026-04,Referral,SPRING40,9.99,2026-04
LX02905,2026-04,Organic,,12.99,2026-06
LX02906,2026-04,Paid social,,12.99,2026-04
LX02907,2026-04,Referral,SPRING40,9.99,2026-04
LX02908,2026-04,Paid social,SPRING40,9.99,2026-04
LX02909,2026-04,Organic,SPRING40,9.99,2026-06
LX02910,2026-04,Referral,,12.99,2026-09
LX02911,2026-04,Paid social,SPRING40,9.99,2026-04
LX02912,2026-04,Organic,SPRING40,9.99,2026-04
LX02913,2026-04,Referral,,12.99,2026-09
LX02914,2026-04,Paid social,SPRING40,9.99,2026-04
LX02915,2026-04,Organic,SPRING40,9.99,2026-06
LX02916,2026-04,Organic,SPRING40,9.99,2026-09
LX02917,2026-04,Referral,SPRING40,9.99,2026-04
LX02918,2026-04,Organic,SPRING40,9.99,2026-04
LX02919,2026-04,Referral,SPRING40,9.99,2026-08
LX02920,2026-04,Paid social,,12.99,2026-07
LX02921,2026-04,Organic,SPRING40,9.99,2026-04
LX02922,2026-04,Organic,,12.99,2026-07
LX02923,2026-04,Paid social,,12.99,2026-09
LX02924,2026-04,Organic,,12.99,2026-09
LX02925,2026-04,Organic,,12.99,2026-09
LX02926,2026-04,Organic,,12.99,2026-09
LX02927,2026-04,Referral,SPRING40,9.99,2026-04
LX02928,2026-04,Referral,SPRING40,9.99,2026-04
LX02929,2026-04,Organic,,12.99,2026-06
LX02930,2026-04,Referral,,12.99,2026-09
LX02931,2026-04,Referral,SPRING40,9.99,2026-04
LX02932,2026-04,Paid social,SPRING40,9.99,2026-09
LX02933,2026-04,Organic,,12.99,2026-08
LX02934,2026-04,Referral,SPRING40,9.99,2026-05
LX02935,2026-04,Paid social,,12.99,2026-04
LX02936,2026-04,Paid social,SPRING40,9.99,2026-06
LX02937,2026-04,Paid social,SPRING40,9.99,2026-07
LX02938,2026-04,Organic,,12.99,2026-04
LX02939,2026-04,Organic,,12.99,2026-06
LX02940,2026-04,Paid social,,12.99,2026-09
LX02941,2026-04,Referral,,12.99,2026-09
LX02942,2026-04,Referral,,12.99,2026-09
LX02943,2026-04,Referral,,12.99,2026-09
LX02944,2026-04,Organic,,12.99,2026-09
LX02945,2026-04,Paid social,SPRING40,9.99,2026-08
LX02946,2026-04,Organic,SPRING40,9.99,2026-09
LX02947,2026-04,Organic,,12.99,2026-07
LX02948,2026-04,Paid social,SPRING40,9.99,2026-08
LX02949,2026-04,Organic,SPRING40,9.99,2026-07
LX02950,2026-04,Organic,SPRING40,9.99,2026-04
LX02951,2026-04,Referral,SPRING40,9.99,2026-04
LX02952,2026-04,Paid social,SPRING40,9.99,2026-08
LX02953,2026-04,Paid social,SPRING40,9.99,2026-09
LX02954,2026-04,Paid social,SPRING40,9.99,2026-05
LX02955,2026-04,Organic,SPRING40,9.99,2026-06
LX02956,2026-04,Organic,,12.99,2026-09
LX02957,2026-04,Referral,,12.99,2026-09
LX02958,2026-04,Paid social,SPRING40,9.99,2026-04
LX02959,2026-04,Organic,SPRING40,9.99,2026-09
LX02960,2026-04,Paid social,SPRING40,9.99,2026-04
LX02961,2026-04,Paid social,,12.99,2026-08
LX02962,2026-04,Paid social,,12.99,2026-09
LX02963,2026-04,Organic,SPRING40,9.99,2026-09
LX02964,2026-04,Paid social,,12.99,2026-05
LX02965,2026-04,Organic,,12.99,2026-09
LX02966,2026-04,Organic,,12.99,2026-09
LX02967,2026-04,Paid social,SPRING40,9.99,2026-04
LX02968,2026-04,Paid social,,12.99,2026-09
LX02969,2026-04,Organic,,12.99,2026-09
LX02970,2026-04,Paid social,SPRING40,9.99,2026-06
LX02971,2026-04,Referral,SPRING40,9.99,2026-04
LX02972,2026-04,Organic,SPRING40,9.99,2026-07
LX02973,2026-04,Organic,SPRING40,9.99,2026-09
LX02974,2026-04,Paid social,,12.99,2026-04
LX02975,2026-04,Organic,,12.99,2026-04
LX02976,2026-04,Paid social,SPRING40,9.99,2026-07
LX02977,2026-04,Organic,,12.99,2026-04
LX02978,2026-04,Paid social,,12.99,2026-04
LX02979,2026-04,Paid social,,12.99,2026-06
LX02980,2026-04,Referral,SPRING40,9.99,2026-05
LX02981,2026-04,Referral,,12.99,2026-05
LX02982,2026-04,Organic,SPRING40,9.99,2026-09
LX02983,2026-04,Organic,SPRING40,9.99,2026-09
LX02984,2026-04,Organic,SPRING40,9.99,2026-04
LX02985,2026-04,Referral,,12.99,2026-09
LX02986,2026-04,Referral,SPRING40,9.99,2026-09
LX02987,2026-04,Organic,SPRING40,9.99,2026-04
LX02988,2026-04,Organic,,12.99,2026-07
LX02989,2026-04,Organic,,12.99,2026-06
LX02990,2026-04,Paid social,SPRING40,9.99,2026-07
LX02991,2026-04,Paid social,,12.99,2026-04
LX02992,2026-04,Paid social,SPRING40,9.99,2026-04
LX02993,2026-04,Organic,,12.99,2026-09
LX02994,2026-04,Organic,,12.99,2026-06
LX02995,2026-04,Referral,,12.99,2026-09
LX02996,2026-04,Organic,,12.99,2026-09
LX02997,2026-04,Paid social,,12.99,2026-04
LX02998,2026-04,Referral,SPRING40,9.99,2026-07
LX02999,2026-04,Organic,SPRING40,9.99,2026-09
LX03000,2026-04,Referral,SPRING40,9.99,2026-09
LX03001,2026-04,Paid social,,12.99,2026-04
LX03002,2026-04,Organic,,12.99,2026-09
LX03003,2026-04,Organic,,12.99,2026-09
LX03004,2026-04,Organic,,12.99,2026-04
LX03005,2026-04,Paid social,,12.99,2026-04
LX03006,2026-04,Paid social,SPRING40,9.99,2026-04
LX03007,2026-04,Paid social,,12.99,2026-09
LX03008,2026-04,Paid social,SPRING40,9.99,2026-05
LX03009,2026-04,Organic,SPRING40,9.99,2026-04
LX03010,2026-04,Organic,,12.99,2026-04
LX03011,2026-04,Organic,,12.99,2026-08
LX03012,2026-04,Organic,SPRING40,9.99,2026-05
LX03013,2026-04,Organic,,12.99,2026-06
LX03014,2026-04,Referral,,12.99,2026-09
LX03015,2026-05,Paid social,,12.99,2026-06
LX03016,2026-05,Paid social,,12.99,2026-05
LX03017,2026-05,Paid social,,12.99,2026-09
LX03018,2026-05,Organic,,12.99,2026-09
LX03019,2026-05,Referral,,12.99,2026-05
LX03020,2026-05,Referral,,12.99,2026-09
LX03021,2026-05,Organic,,12.99,2026-06
LX03022,2026-05,Referral,,12.99,2026-05
LX03023,2026-05,Organic,,12.99,2026-06
LX03024,2026-05,Referral,,12.99,2026-09
LX03025,2026-05,Paid social,,12.99,2026-09
LX03026,2026-05,Paid social,,12.99,2026-05
LX03027,2026-05,Organic,,12.99,2026-09
LX03028,2026-05,Organic,,12.99,2026-09
LX03029,2026-05,Paid social,,12.99,2026-09
LX03030,2026-05,Organic,,12.99,2026-05
LX03031,2026-05,Referral,,12.99,2026-09
LX03032,2026-05,Organic,,12.99,2026-09
LX03033,2026-05,Referral,,12.99,2026-06
LX03034,2026-05,Paid social,,12.99,2026-05
LX03035,2026-05,Paid social,,12.99,2026-05
LX03036,2026-05,Organic,,12.99,2026-05
LX03037,2026-05,Paid social,,12.99,2026-09
LX03038,2026-05,Referral,,12.99,2026-07
LX03039,2026-05,Organic,,12.99,2026-09
LX03040,2026-05,Organic,,12.99,2026-05
LX03041,2026-05,Paid social,,12.99,2026-05
LX03042,2026-05,Paid social,,12.99,2026-05
LX03043,2026-05,Organic,,12.99,2026-09
LX03044,2026-05,Organic,,12.99,2026-09
LX03045,2026-05,Paid social,,12.99,2026-09
LX03046,2026-05,Paid social,,12.99,2026-09
LX03047,2026-05,Organic,,12.99,2026-07
LX03048,2026-05,Organic,,12.99,2026-05
LX03049,2026-05,Paid social,,12.99,2026-06
LX03050,2026-05,Organic,,12.99,2026-07
LX03051,2026-05,Paid social,,12.99,2026-08
LX03052,2026-05,Paid social,,12.99,2026-09
LX03053,2026-05,Paid social,,12.99,2026-09
LX03054,2026-05,Organic,,12.99,2026-06
LX03055,2026-05,Paid social,,12.99,2026-05
LX03056,2026-05,Organic,,12.99,2026-09
LX03057,2026-05,Paid social,,12.99,2026-07
LX03058,2026-05,Organic,,12.99,2026-07
LX03059,2026-05,Paid social,,12.99,2026-05
LX03060,2026-05,Referral,,12.99,2026-09
LX03061,2026-05,Referral,,12.99,2026-05
LX03062,2026-05,Referral,,12.99,2026-09
LX03063,2026-05,Referral,,12.99,2026-08
LX03064,2026-05,Organic,,12.99,2026-05
LX03065,2026-05,Organic,,12.99,2026-05
LX03066,2026-05,Organic,,12.99,2026-09
LX03067,2026-05,Organic,,12.99,2026-08
LX03068,2026-05,Organic,,12.99,2026-09
LX03069,2026-05,Paid social,,12.99,2026-05
LX03070,2026-05,Organic,,12.99,2026-09
LX03071,2026-05,Organic,,12.99,2026-09
LX03072,2026-05,Organic,,12.99,2026-07
LX03073,2026-05,Organic,,12.99,2026-05
LX03074,2026-05,Referral,,12.99,2026-07
LX03075,2026-05,Paid social,,12.99,2026-09
LX03076,2026-05,Organic,,12.99,2026-09
LX03077,2026-05,Paid social,,12.99,2026-09
LX03078,2026-05,Paid social,,12.99,2026-05
LX03079,2026-05,Organic,,12.99,2026-09
LX03080,2026-05,Referral,,12.99,2026-09
LX03081,2026-05,Referral,,12.99,2026-09
LX03082,2026-05,Organic,,12.99,2026-06
LX03083,2026-05,Paid social,,12.99,2026-09
LX03084,2026-05,Organic,,12.99,2026-05
LX03085,2026-05,Paid social,,12.99,2026-09
LX03086,2026-05,Organic,,12.99,2026-05
LX03087,2026-05,Paid social,,12.99,2026-09
LX03088,2026-05,Organic,,12.99,2026-09
LX03089,2026-05,Referral,,12.99,2026-09
LX03090,2026-05,Paid social,,12.99,2026-09
LX03091,2026-05,Referral,,12.99,2026-09
LX03092,2026-05,Organic,,12.99,2026-09
LX03093,2026-05,Paid social,,12.99,2026-05
LX03094,2026-05,Organic,,12.99,2026-09
LX03095,2026-05,Organic,,12.99,2026-09
LX03096,2026-05,Paid social,,12.99,2026-09
LX03097,2026-05,Organic,,12.99,2026-07
LX03098,2026-05,Paid social,,12.99,2026-05
LX03099,2026-05,Referral,,12.99,2026-06
LX03100,2026-05,Organic,,12.99,2026-09
LX03101,2026-05,Paid social,,12.99,2026-09
LX03102,2026-05,Organic,,12.99,2026-09
LX03103,2026-05,Organic,,12.99,2026-09
LX03104,2026-05,Organic,,12.99,2026-09
LX03105,2026-05,Paid social,,12.99,2026-09
LX03106,2026-05,Paid social,,12.99,2026-05
LX03107,2026-05,Organic,,12.99,2026-05
LX03108,2026-05,Paid social,,12.99,2026-08
LX03109,2026-05,Referral,,12.99,2026-07
LX03110,2026-05,Paid social,,12.99,2026-05
LX03111,2026-05,Paid social,,12.99,2026-09
LX03112,2026-05,Organic,,12.99,2026-09
LX03113,2026-05,Organic,,12.99,2026-09
LX03114,2026-05,Organic,,12.99,2026-09
LX03115,2026-05,Organic,,12.99,2026-09
LX03116,2026-05,Organic,,12.99,2026-05
LX03117,2026-05,Paid social,,12.99,2026-05
LX03118,2026-05,Referral,,12.99,2026-09
LX03119,2026-05,Paid social,,12.99,2026-05
LX03120,2026-05,Referral,,12.99,2026-09
LX03121,2026-05,Paid social,,12.99,2026-09
LX03122,2026-05,Organic,,12.99,2026-09
LX03123,2026-05,Referral,,12.99,2026-09
LX03124,2026-05,Organic,,12.99,2026-09
LX03125,2026-05,Organic,,12.99,2026-05
LX03126,2026-05,Organic,,12.99,2026-05
LX03127,2026-05,Organic,,12.99,2026-09
LX03128,2026-05,Paid social,,12.99,2026-05
LX03129,2026-05,Paid social,,12.99,2026-09
LX03130,2026-05,Organic,,12.99,2026-07
LX03131,2026-05,Organic,,12.99,2026-06
LX03132,2026-05,Organic,,12.99,2026-09
LX03133,2026-05,Organic,,12.99,2026-06
LX03134,2026-05,Referral,,12.99,2026-06
LX03135,2026-05,Organic,,12.99,2026-07
LX03136,2026-05,Paid social,,12.99,2026-06
LX03137,2026-05,Organic,,12.99,2026-05
LX03138,2026-05,Organic,,12.99,2026-05
LX03139,2026-05,Referral,,12.99,2026-05
LX03140,2026-05,Paid social,,12.99,2026-05
LX03141,2026-05,Organic,,12.99,2026-09
LX03142,2026-05,Organic,,12.99,2026-09
LX03143,2026-05,Organic,,12.99,2026-07
LX03144,2026-05,Referral,,12.99,2026-09
LX03145,2026-05,Organic,,12.99,2026-08
LX03146,2026-05,Organic,,12.99,2026-06
LX03147,2026-05,Paid social,,12.99,2026-08
LX03148,2026-05,Organic,,12.99,2026-09
LX03149,2026-05,Paid social,,12.99,2026-05
LX03150,2026-05,Organic,,12.99,2026-05
LX03151,2026-05,Referral,,12.99,2026-09
LX03152,2026-05,Organic,,12.99,2026-09
LX03153,2026-05,Paid social,,12.99,2026-06
LX03154,2026-05,Organic,,12.99,2026-09
LX03155,2026-05,Referral,,12.99,2026-05
LX03156,2026-05,Organic,,12.99,2026-05
LX03157,2026-05,Referral,,12.99,2026-09
LX03158,2026-05,Organic,,12.99,2026-05
LX03159,2026-05,Organic,,12.99,2026-09
LX03160,2026-05,Organic,,12.99,2026-07
LX03161,2026-05,Referral,,12.99,2026-05
LX03162,2026-05,Referral,,12.99,2026-09
LX03163,2026-05,Paid social,,12.99,2026-05
LX03164,2026-05,Paid social,,12.99,2026-09
LX03165,2026-05,Paid social,,12.99,2026-09
LX03166,2026-05,Organic,,12.99,2026-05
LX03167,2026-05,Organic,,12.99,2026-09
LX03168,2026-05,Organic,,12.99,2026-09
LX03169,2026-05,Organic,,12.99,2026-09
LX03170,2026-05,Referral,,12.99,2026-09
LX03171,2026-05,Referral,,12.99,2026-06
LX03172,2026-05,Organic,,12.99,2026-09
LX03173,2026-05,Organic,,12.99,2026-09
LX03174,2026-05,Paid social,,12.99,2026-09
LX03175,2026-05,Paid social,,12.99,2026-09
LX03176,2026-05,Paid social,,12.99,2026-05
LX03177,2026-05,Organic,,12.99,2026-09
LX03178,2026-05,Organic,,12.99,2026-09
LX03179,2026-05,Paid social,,12.99,2026-08
LX03180,2026-05,Organic,,12.99,2026-06
LX03181,2026-05,Referral,,12.99,2026-09
LX03182,2026-05,Organic,,12.99,2026-09
LX03183,2026-05,Paid social,,12.99,2026-09
LX03184,2026-05,Organic,,12.99,2026-09
LX03185,2026-05,Organic,,12.99,2026-05
LX03186,2026-05,Paid social,,12.99,2026-09
LX03187,2026-05,Referral,,12.99,2026-08
LX03188,2026-05,Organic,,12.99,2026-08
LX03189,2026-05,Referral,,12.99,2026-09
LX03190,2026-05,Referral,,12.99,2026-05
LX03191,2026-05,Paid social,,12.99,2026-05
LX03192,2026-05,Organic,,12.99,2026-05
LX03193,2026-05,Organic,,12.99,2026-09
LX03194,2026-05,Paid social,,12.99,2026-06
LX03195,2026-05,Referral,,12.99,2026-09
LX03196,2026-05,Organic,,12.99,2026-09
LX03197,2026-05,Organic,,12.99,2026-09
LX03198,2026-05,Referral,,12.99,2026-07
LX03199,2026-05,Paid social,,12.99,2026-08
LX03200,2026-05,Organic,,12.99,2026-05
LX03201,2026-05,Paid social,,12.99,2026-09
LX03202,2026-05,Paid social,,12.99,2026-09
LX03203,2026-05,Organic,,12.99,2026-09
LX03204,2026-05,Organic,,12.99,2026-08
LX03205,2026-05,Organic,,12.99,2026-09
LX03206,2026-05,Organic,,12.99,2026-05
LX03207,2026-05,Paid social,,12.99,2026-05
LX03208,2026-05,Referral,,12.99,2026-09
LX03209,2026-05,Referral,,12.99,2026-09
LX03210,2026-05,Paid social,,12.99,2026-08
LX03211,2026-05,Paid social,,12.99,2026-09
LX03212,2026-05,Organic,,12.99,2026-08
LX03213,2026-05,Organic,,12.99,2026-09
LX03214,2026-05,Paid social,,12.99,2026-07
LX03215,2026-05,Referral,,12.99,2026-09
LX03216,2026-05,Paid social,,12.99,2026-05
LX03217,2026-05,Paid social,,12.99,2026-06
LX03218,2026-05,Organic,,12.99,2026-05
LX03219,2026-05,Referral,,12.99,2026-09
LX03220,2026-05,Organic,,12.99,2026-09
LX03221,2026-05,Paid social,,12.99,2026-08
LX03222,2026-05,Organic,,12.99,2026-05
LX03223,2026-05,Organic,,12.99,2026-09
LX03224,2026-05,Paid social,,12.99,2026-05
LX03225,2026-05,Referral,,12.99,2026-09
LX03226,2026-05,Paid social,,12.99,2026-09
LX03227,2026-05,Paid social,,12.99,2026-07
LX03228,2026-05,Paid social,,12.99,2026-05
LX03229,2026-05,Paid social,,12.99,2026-08
LX03230,2026-05,Paid social,,12.99,2026-09
LX03231,2026-05,Organic,,12.99,2026-05
LX03232,2026-05,Paid social,,12.99,2026-06
LX03233,2026-05,Paid social,,12.99,2026-05
LX03234,2026-05,Referral,,12.99,2026-09
LX03235,2026-05,Paid social,,12.99,2026-09
LX03236,2026-05,Referral,,12.99,2026-09
LX03237,2026-05,Paid social,,12.99,2026-05
LX03238,2026-05,Organic,,12.99,2026-05
LX03239,2026-05,Organic,,12.99,2026-06
LX03240,2026-05,Referral,,12.99,2026-09
LX03241,2026-05,Organic,,12.99,2026-09
LX03242,2026-05,Paid social,,12.99,2026-05
LX03243,2026-05,Paid social,,12.99,2026-05
LX03244,2026-05,Organic,,12.99,2026-06
LX03245,2026-05,Organic,,12.99,2026-06
LX03246,2026-05,Paid social,,12.99,2026-09
LX03247,2026-05,Paid social,,12.99,2026-05
LX03248,2026-05,Organic,,12.99,2026-09
LX03249,2026-05,Paid social,,12.99,2026-07
LX03250,2026-05,Organic,,12.99,2026-05
LX03251,2026-05,Paid social,,12.99,2026-09
LX03252,2026-05,Paid social,,12.99,2026-05
LX03253,2026-05,Referral,,12.99,2026-06
LX03254,2026-05,Paid social,,12.99,2026-09
LX03255,2026-05,Organic,,12.99,2026-05
LX03256,2026-05,Referral,,12.99,2026-07
LX03257,2026-05,Organic,,12.99,2026-09
LX03258,2026-05,Referral,,12.99,2026-06
LX03259,2026-05,Organic,,12.99,2026-07
LX03260,2026-05,Organic,,12.99,2026-09
LX03261,2026-05,Organic,,12.99,2026-05
LX03262,2026-05,Paid social,,12.99,2026-05
LX03263,2026-05,Referral,,12.99,2026-06
LX03264,2026-05,Organic,,12.99,2026-09
LX03265,2026-05,Paid social,,12.99,2026-06
LX03266,2026-05,Paid social,,12.99,2026-06
LX03267,2026-05,Organic,,12.99,2026-08
LX03268,2026-05,Organic,,12.99,2026-07
